Time, Buy Exchange, Sell Exchange, Buy Price, Sell Price, Amount, Profit, Buy Exchange Ask List, Sell Exchange Bid List
"1/23/2016 4:53:34 PM","Anx","Btce","384.09014","390.148","0.03844868","0.1193788359848","{384.09014, 1.39275809},{388.00000, 1.50917768},{388.16014, 15.00000000},{388.16778, 0.94300000},{388.56260, 5.00000000},{390.00000, 3.71687789},{390.83465, 0.08511036},{392.84957, 0.05128303},{393.17080, 0.01915760},{393.36680, 0.04923216}","{390.398, 0.012085},{390.375, 0.01108752},{390.217, 0.011035},{390.148, 0.4},{390.126, 0.0104},{390, 0.79156356},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752}"
"1/23/2016 4:53:34 PM","OkCoin","Btce","387.28","390.148","0.051","0.0730443000","{387.28, 0.25},{387.29, 0.155},{387.3, 0.35},{387.38, 0.01},{387.47, 12.678},{387.48, 3.51},{387.49, 4},{387.58, 0.01},{387.68, 0.01},{387.76, 1.47}","{390.398, 0.012085},{390.375, 0.01108752},{390.217, 0.011035},{390.148, 0.4},{390.126, 0.0104},{390, 0.79156356},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752}"
"1/23/2016 4:53:40 PM","Anx","Btce","384.09014","390.148","0.03844868","0.1193788359848","{384.09014, 1.39275809},{388.00000, 1.50917768},{388.16014, 15.00000000},{388.16015, 3.79780000},{388.16778, 0.94300000},{388.56260, 5.00000000},{390.00000, 3.71687789},{390.83465, 0.08511036},{392.84957, 0.05128303},{393.17080, 0.01915760}","{390.398, 0.012085},{390.375, 0.01108752},{390.217, 0.011035},{390.148, 0.4},{390.126, 0.0104},{390, 0.79156356},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752}"
"1/23/2016 4:53:40 PM","OkCoin","Btce","387.26","390.148","0.051","0.0740643000","{387.26, 0.219},{387.27, 0.35},{387.28, 0.26},{387.38, 0.01},{387.42, 15.5},{387.43, 12.676},{387.48, 0.01},{387.58, 0.01},{387.68, 0.01},{387.75, 0.95}","{390.398, 0.012085},{390.375, 0.01108752},{390.217, 0.011035},{390.148, 0.4},{390.126, 0.0104},{390, 0.79156356},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752}"
"1/23/2016 4:53:47 PM","Anx","Btce","384.09014","390.126","0.03844868","0.1192907559848","{384.09014, 1.39275809},{388.00000, 1.50917768},{388.15085, 3.79780000},{388.15717, 0.94300000},{388.16014, 15.00000000},{388.56260, 5.00000000},{390.00000, 3.71687789},{390.83465, 0.08511036},{392.84957, 0.05128303},{393.17080, 0.01915760}","{390.398, 0.012085},{390.375, 0.01108752},{390.217, 0.011035},{390.126, 0.0104},{390, 0.79156356},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752},{389.5, 3.4054783},{389.444, 0.01109033}"
"1/23/2016 4:53:47 PM","OkCoin","Btce","387.24","390.126","0.044","0.0654284500","{387.24, 0.225},{387.25, 0.5},{387.26, 0.1},{387.28, 0.01},{387.38, 15.51},{387.48, 0.01},{387.58, 0.01},{387.73, 0.95},{387.9, 0.3},{387.92, 0.166}","{390.398, 0.012085},{390.375, 0.01108752},{390.217, 0.011035},{390.126, 0.0104},{390, 0.79156356},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752},{389.5, 3.4054783},{389.444, 0.01109033}"
"1/23/2016 4:53:54 PM","Anx","Btce","384.09014","390.148","0.03844868","0.1193788359848","{384.09014, 1.39275809},{388.00000, 1.50917768},{388.14917, 0.94300000},{388.15084, 15.00000000},{388.15085, 3.79780000},{388.56260, 5.00000000},{390.00000, 3.71687789},{390.83465, 0.08511036},{392.84957, 0.05128303},{393.17080, 0.01915760}","{390.398, 0.012085},{390.375, 0.01108752},{390.217, 0.011035},{390.148, 0.4},{390.126, 0.0104},{390, 0.79156356},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752}"
"1/23/2016 4:53:54 PM","OkCoin","Btce","387.23","390.148","0.051","0.0755943000","{387.23, 0.25},{387.25, 0.263},{387.26, 0.1},{387.28, 0.01},{387.32, 15.5},{387.38, 0.01},{387.48, 0.01},{387.58, 0.01},{387.87, 12.67},{387.88, 1.17}","{390.398, 0.012085},{390.375, 0.01108752},{390.217, 0.011035},{390.148, 0.4},{390.126, 0.0104},{390, 0.79156356},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752}"
"1/23/2016 4:54:01 PM","Anx","Btce","384.09014","390.217","0.03844868","0.1216517959848","{384.09014, 1.39275809},{388.00000, 1.50917768},{388.14180, 3.79780000},{388.14917, 0.94300000},{388.15084, 15.00000000},{389.99990, 5.00000000},{390.00000, 3.71687789},{390.83465, 0.08511036},{392.84957, 0.05128303},{393.17080, 0.01915760}","{390.398, 0.023139},{390.375, 0.01108752},{390.217, 0.011035},{390.148, 0.4},{390.126, 0.0104},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752},{389.5, 3.4054783}"
"1/23/2016 4:54:01 PM","OkCoin","Btce","387.2","390.217","0.045","0.071524260","{387.2, 0.25},{387.21, 0.263},{387.22, 0.35},{387.26, 15.5},{387.27, 12.667},{387.28, 0.01},{387.38, 0.01},{387.48, 0.01},{387.58, 0.01},{387.87, 1.17}","{390.398, 0.023139},{390.375, 0.01108752},{390.217, 0.011035},{390.148, 0.4},{390.126, 0.0104},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752},{389.5, 3.4054783}"
"1/23/2016 4:54:08 PM","Anx","Btce","384.09014","390.217","0.03844868","0.1216517959848","{384.09014, 1.39275809},{388.00000, 1.50917768},{388.14038, 0.96110000},{388.14180, 3.79780000},{388.15084, 15.00000000},{389.99990, 5.00000000},{390.00000, 3.71687789},{390.83465, 0.08511036},{392.84957, 0.05128303},{393.17080, 0.01915760}","{390.398, 0.023139},{390.375, 0.01108752},{390.217, 0.011035},{390.126, 0.0104},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752},{389.5, 3.4054783},{389.444, 0.01109033},{389.442, 0.01110928}"
"1/23/2016 4:54:08 PM","OkCoin","Btce","387.18","390.217","0.045","0.0724242600","{387.18, 0.25},{387.2, 15.75},{387.21, 12.664},{387.22, 0.1},{387.28, 0.01},{387.38, 0.01},{387.48, 0.01},{387.58, 0.01},{387.85, 0.4},{387.9, 0.3}","{390.398, 0.023139},{390.375, 0.01108752},{390.217, 0.011035},{390.126, 0.0104},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752},{389.5, 3.4054783},{389.444, 0.01109033},{389.442, 0.01110928}"
"1/23/2016 4:54:14 PM","Anx","Btce","384.09014","390.375","0.03844868","0.1225348559848","{384.09014, 1.39275809},{388.00000, 1.50917768},{388.14153, 15.00000000},{388.14180, 3.79780000},{389.99990, 5.00000000},{390.00000, 3.71687789},{390.83465, 0.08511036},{392.84957, 0.05128303},{393.17080, 0.01915760},{393.36680, 0.04923216}","{390.398, 0.034182},{390.375, 0.01108752},{390.217, 0.011035},{390.148, 0.4},{390.126, 0.0104},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752},{389.5, 3.4054783}"
"1/23/2016 4:54:14 PM","OkCoin","Btce","387.13","390.375","0.045","0.0766123800","{387.13, 0.15},{387.14, 15.85},{387.15, 12.682},{387.18, 0.26},{387.28, 0.01},{387.38, 0.01},{387.48, 0.01},{387.58, 0.01},{387.86, 25},{387.9, 0.3}","{390.398, 0.034182},{390.375, 0.01108752},{390.217, 0.011035},{390.148, 0.4},{390.126, 0.0104},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752},{389.5, 3.4054783}"
"1/23/2016 4:54:21 PM","Anx","Btce","384.09014","390.375","0.03844868","0.1225348559848","{384.09014, 1.39275809},{388.00000, 1.50917768},{388.14153, 15.00000000},{389.99990, 5.00000000},{390.00000, 3.71687789},{390.83465, 0.08511036},{392.84957, 0.05128303},{393.17080, 0.01915760},{393.36680, 0.04923216},{393.49230, 0.06000000}","{390.398, 0.034182},{390.375, 0.01108752},{390.217, 0.011035},{390.126, 0.0104},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752},{389.5, 3.4054783},{389.444, 0.01109033},{389.442, 0.01110928}"
"1/23/2016 4:54:21 PM","OkCoin","Btce","387.09","390.375","0.045","0.0784123800","{387.09, 15.9},{387.1, 0.1},{387.12, 0.25},{387.18, 0.01},{387.28, 0.01},{387.38, 0.01},{387.48, 0.01},{387.6, 0.166},{387.86, 25},{387.9, 0.3}","{390.398, 0.034182},{390.375, 0.01108752},{390.217, 0.011035},{390.126, 0.0104},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752},{389.5, 3.4054783},{389.444, 0.01109033},{389.442, 0.01110928}"
"1/23/2016 4:54:28 PM","Anx","Btce","384.09014","390.398","0.03844868","0.1226275259848","{384.09014, 1.39275809},{388.00000, 1.50917768},{388.14153, 15.00000000},{389.99990, 5.00000000},{390.00000, 3.71687789},{390.83465, 0.08511036},{392.84957, 0.05128303},{393.17080, 0.01915760},{393.36680, 0.04923216},{393.49230, 0.06000000}","{390.398, 0.045221},{390.375, 0.01108752},{390.217, 0.011035},{390.148, 0.4},{390.126, 0.0104},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752},{389.5, 3.4054783}"
"1/23/2016 4:54:28 PM","OkCoin","Btce","387","390.375","0.051","0.09360614","{387, 0.15},{387.01, 0.1},{387.03, 12.676},{387.05, 12},{387.08, 0.01},{387.18, 0.01},{387.28, 0.01},{387.38, 0.01},{387.6, 0.166},{387.85, 12}","{390.398, 0.045221},{390.375, 0.01108752},{390.217, 0.011035},{390.148, 0.4},{390.126, 0.0104},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752},{389.5, 3.4054783}"
"1/23/2016 4:54:34 PM","Anx","Btce","384.09014","390.398","0.03844868","0.1226275259848","{384.09014, 1.39275809},{388.00000, 1.50917768},{389.99990, 5.00000000},{390.00000, 3.71687789},{390.83465, 0.08511036},{392.84957, 0.05128303},{393.00706, 15.00000000},{393.17080, 0.01915760},{393.36680, 0.04923216},{393.49230, 0.06000000}","{390.398, 0.045221},{390.375, 0.01108752},{390.217, 0.011035},{390.148, 0.4},{390.126, 0.0104},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752},{389.5, 3.4054783}"
"1/23/2016 4:54:34 PM","OkCoin","Btce","386.94","390.375","0.051","0.0966661400","{386.94, 0.15},{386.95, 3.75},{386.96, 2.48},{386.97, 4.1},{386.98, 0.26},{387.08, 0.01},{387.18, 0.01},{387.28, 0.01},{387.38, 0.01},{387.42, 0.166}","{390.398, 0.045221},{390.375, 0.01108752},{390.217, 0.011035},{390.148, 0.4},{390.126, 0.0104},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.01108752},{389.5, 3.4054783}"
"1/23/2016 4:54:41 PM","Anx","Btce","384.09014","390.398","0.03844868","0.1226275259848","{384.09014, 1.39275809},{388.00000, 1.50917768},{389.99990, 5.00000000},{390.00000, 3.71687789},{390.83465, 0.08511036},{392.84957, 0.05128303},{393.00706, 15.00000000},{393.17080, 0.01915760},{393.36680, 0.04923216},{393.49230, 0.06000000}","{390.398, 0.045221},{390.375, 0.01108752},{390.217, 0.011035},{390.126, 0.0104},{389.938, 0.51},{389.675, 0.011048},{389.605, 0.011036},{389.522, 0.84396029},{389.5, 3.4054783},{389.444, 0.01109033}"
